variable,label,code,meaning,category
mtj_06z2,인지장애로 인한 일상생활 지장 정도,8.0,비해당,정신건강
mtj_06z2,인지장애로 인한 일상생활 지장 정도,9.0,모름,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,1.0,항상 못했다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,2.0,대체로 못했다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,3.0,가끔 못했다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,4.0,거의 못한 적 없다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,5.0,전혀 못한 적 없다,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,7.0,응답거부,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,8.0,비해당,정신건강
mtj_09z2,인지장애로 인한 사회활동 지장 정도,9.0,모름,정신건강
mtj_10z1,인지장애 상담 경험 여부,1.0,예,정신건강
mtj_10z1,인지장애 상담 경험 여부,2.0,아니오,정신건강
mtj_10z1,인지장애 상담 경험 여부,7.0,응답거부,정신건강
mtj_10z1,인지장애 상담 경험 여부,9.0,모름,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,1.0,예,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,2.0,아니오,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,8.0,비해당,정신건강
mtj_11z1,연간 치매선별검사 수진 여부,9.0,모름,정신건강
nua_01z2,아침식사빈도,1.0,주5-7회,식생활
nua_01z2,아침식사빈도,2.0,주3-4회,식생활
nua_01z2,아침식사빈도,3.0,주1-2회,식생활
nua_01z2,아침식사빈도,4.0,거의안함,식생활
nua_01z2,아침식사빈도,7.0,응답거부,식생활
nua_01z2,아침식사빈도,9.0,모름,식생활
nuc_01z2,영양표시읽기여부,1.0,예,식생활
nuc_01z2,영양표시읽기여부,2.0,아니오,식생활
nuc_01z2,영양표시읽기여부,7.0,응답거부,식생활
nuc_01z2,영양표시읽기여부,8.0,비해당,식생활
nuc_01z2,영양표시읽기여부,9.0,모름,식생활
nuc_02z1,영양표시인지여부,1.0,예,식생활
nuc_02z1,영양표시인지여부,2.0,아니오,식생활
nuc_02z1,영양표시인지여부,7.0,응답거부,식생활
nuc_02z1,영양표시인지여부,9.0,모름,식생활
nuc_03z1,영양표시영향여부,1.0,예,식생활
nuc_03z1,영양표시영향여부,2.0,아니오,식생활
nuc_03z1,영양표시영향여부,7.0,응답거부,식생활
nuc_03z1,영양표시영향여부,8.0,비해당,식생활
nuc_03z1,영양표시영향여부,9.0,모름,식생활
nue_01z1,가구식품안정성여부,1.0,충분한양과다양한종류,가구정보
nue_01z1,가구식품안정성여부,2.0,충분한양,가구정보
nue_01z1,가구식품안정성여부,3.0,가끔부족,가구정보
nue_01z1,가구식품안정성여부,4.0,자주부족,가구정보
nue_01z1,가구식품안정성여부,7.0,응답거부,가구정보
nue_01z1,가구식품안정성여부,9.0,모름,가구정보
oba_01z1,체형인지,1.0,매우마른편,비만체중조절
oba_01z1,체형인지,2.0,약간마른편,비만체중조절
oba_01z1,체형인지,3.0,보통,비만체중조절
oba_01z1,체형인지,4.0,약간비만,비만체중조절
oba_01z1,체형인지,5.0,매우비만,비만체중조절
oba_01z1,체형인지,7.0,응답거부,비만체중조절
oba_01z1,체형인지,9.0,모름,비만체중조절
oba_02z1,신장_cm,777.0,응답거부,비만체중조절
oba_02z1,신장_cm,999.0,모름,비만체중조절
oba_02z1,키(cm),,cm(소수1자리),비만체중조절
oba_03z1,체중_kg,777.0,응답거부,비만체중조절
